LGA_Name,State,Latitude,Longitude,mean_nightlight_intensity,MPI,Headcount_Ratio,Intensity_of_Deprivation,In_Severe_Poverty,population_density,health_facility_count,school_count,road_density_km,ndvi_mean,rainfall_mm,idp_count,food_price_index,composite_poverty_score,cluster,cluster_label,risk_level
Zaki,Bauchi,12.13333333,10.28333333,0.0005603333964717039,0.4411,75.3563,58.5358,50.7513,171.67715889059767,67.0,302.0,0.5564,0.4122625995400425,1762.5044930607692,2668.0,0.0,0.8997900053388705,1,Critical - Humanitarian Emergency,Critical
Brass,Bayelsa,4.315,6.24166667,0.03143618935382098,0.0644,13.9659,46.083,5.9807,291.68812220358217,37.0,272.0,0.3243,0.4725113879237012,2595.5578439152027,0.0,0.0,0.6701151028154695,0,High Risk - Severe Poverty,High
Ekeremor,Bayelsa,5.05,5.78333333,0.4684055764936494,0.0644,13.9659,46.083,5.9807,291.68812220358217,42.0,272.0,0.3243,0.47864166792609464,2309.316326056975,0.0,0.0,0.6570353674644079,0,High Risk - Severe Poverty,High
Kolokuma/Opokuma,Bayelsa,5.13333333,6.3,0.10668631144994378,0.0644,13.9659,46.083,5.9807,291.68812220358217,23.0,272.0,0.3243,0.536567925522034,2753.0335745830134,0.0,0.0,0.6748287680177334,0,High Risk - Severe Poverty,High
Nembe,Bayelsa,4.53690278,6.40621111,1.4250338513486915,0.0644,13.9659,46.083,5.9807,291.68812220358217,29.0,272.0,0.3243,0.4897592248055617,2388.3422598133498,0.0,0.0,0.6396255324364514,0,High Risk - Severe Poverty,High
Ogbia,Bayelsa,4.78333333,6.33333333,0.08780121021754259,0.0644,13.9659,46.083,5.9807,291.68812220358217,40.0,272.0,0.3243,0.5581499732370886,2637.228457152619,0.0,0.0,0.6673240097209313,0,High Risk - Severe Poverty,High
Sagbama,Bayelsa,5.16666667,6.2,0.012995541971753772,0.0644,13.9659,46.083,5.9807,291.68812220358217,54.0,272.0,0.3243,0.4811887115437566,2311.6806724195303,0.0,0.0,0.6625994246460932,0,High Risk - Severe Poverty,High
Southern Ijaw,Bayelsa,4.7,5.966667,0.2735048710359993,0.0644,13.9659,46.083,5.9807,291.68812220358217,70.0,272.0,0.3243,0.508172192092716,2805.38671618051,0.0,0.0,0.648698920576563,0,High Risk - Severe Poverty,High
Yenagoa,Bayelsa,5.03333333,6.33333333,0.7194221868579505,0.0644,13.9659,46.083,5.9807,291.68812220358217,124.0,272.0,0.3243,0.3570270328100003,1096.8361147507528,0.0,0.0,0.612430591835825,0,High Risk - Severe Poverty,High
Ado,Benue,7.8,7.65,0.00010075917440028553,0.1156,27.0206,42.7942,7.6549,208.3387840783792,51.0,344.0,0.6469,0.5059205788947183,2366.2535420477166,12331.0,0.0,0.671627473480459,0,High Risk - Severe Poverty,High
Agatu,Benue,7.9,7.9,0.0,0.1156,27.0206,42.7942,7.6549,208.3387840783792,71.0,344.0,0.6469,0.4368028941374911,1887.9719305572926,46135.0,0.0,0.6622549490520946,0,High Risk - Severe Poverty,High
Apa,Benue,7.829754,8.069994,0.0003739113876309353,0.1156,27.0206,42.7942,7.6549,208.3387840783792,74.0,344.0,0.6469,0.5292545631624054,2832.7379751261396,2556.0,0.0,0.6608395123509243,0,High Risk - Severe Poverty,High
Buruku,Benue,7.416792,9.224674,0.0016933215290178985,0.1156,27.0206,42.7942,7.6549,208.3387840783792,125.0,344.0,0.6469,0.4721035341614142,2067.7411772330815,20077.0,0.0,0.6369008455080816,0,High Risk - Severe Poverty,High
Gboko,Benue,7.327778,8.995,0.07251799457611625,0.1156,27.0206,42.7942,7.6549,208.33878407837923,153.0,344.0,0.6469,0.4399024832229436,2757.24864445666,279.0,0.0,0.6220357404235942,0,High Risk - Severe Poverty,High
Guma,Benue,7.823295,8.863239,0.002120634843691141,0.1156,27.0206,42.7942,7.6549,208.33878407837923,98.0,344.0,0.6469,0.45703256783645063,1734.9771520585084,105154.0,0.0,0.6495465967646419,0,High Risk - Severe Poverty,High
Gwer East,Benue,7.298066,8.482303,0.0035730778125987166,0.1156,27.0206,42.7942,7.6549,208.33878407837923,111.0,344.0,0.6469,0.35010203876071516,2934.096030459226,7799.0,0.0,0.6434171614125408,0,High Risk - Severe Poverty,High
Gwer West,Benue,7.584645,8.205478,0.0,0.1156,27.0206,42.7942,7.6549,208.33878407837923,60.0,344.0,0.6469,0.4368028941374911,1887.9719305572926,63083.0,0.0,0.6674111990520946,0,High Risk - Severe Poverty,High
Katsina Ala,Benue,7.16666667,9.28333333,0.002031961306517856,0.1156,27.0206,42.7942,7.6549,208.33878407837923,0.0,344.0,0.6469,0.5033305331546607,2549.453832405232,0.0,0.0,0.6954862754019195,0,High Risk - Severe Poverty,High
Konshisha,Benue,7.071123,8.663878,0.0,0.1156,27.0206,42.7942,7.6549,208.3387840783792,126.0,344.0,0.6469,0.3308799897342843,782.111253506877,7292.0,0.0,0.6364736990520945,0,High Risk - Severe Poverty,High
Kwande,Benue,6.890043,9.233408,0.000937132995366018,0.1156,27.0206,42.7942,7.6549,208.33878407837923,136.0,344.0,0.6469,0.48672984509661943,2898.4926420744882,13103.0,0.0,0.6317631744503573,0,High Risk - Severe Poverty,High
Logo,Benue,7.507748,9.350653,0.001359788171777671,0.1156,27.0206,42.7942,7.6549,208.33878407837923,67.0,344.0,0.6469,0.47280217473328034,1982.4268863092389,32530.0,0.0,0.664096540153617,0,High Risk - Severe Poverty,High
Makurdi,Benue,7.730556,8.536111,0.41737754132139354,0.1156,27.0206,42.7942,7.6549,208.33878407837923,146.0,344.0,0.6469,0.5014791100731228,2633.014120898007,32048.0,0.0,0.6168440695485987,0,High Risk - Severe Poverty,High
Obi,Benue,7.0,8.25,0.0,0.1156,27.0206,42.7942,7.6549,208.33878407837923,122.0,344.0,0.6469,0.4453620380919531,1629.8481845407618,4217.0,0.0,0.6383486990520946,0,High Risk - Severe Poverty,High
Ogbadibo,Benue,7.13907,7.668285,0.0047747098118904605,0.1156,27.0206,42.7942,7.6549,208.3387840783792,78.0,344.0,0.6469,0.5139080514002863,2690.9845088084026,0.0,0.0,0.6588563882836409,0,High Risk - Severe Poverty,High
Ohimini,Benue,7.23015,7.927993,0.0014468557302623338,0.1156,27.0206,42.7942,7.6549,208.3387840783792,54.0,344.0,0.6469,0.4501821694997468,2010.1099360004093,172.0,0.0,0.67018815097394,0,High Risk - Severe Poverty,High
Oju,Benue,6.85,8.41666667,0.0,0.1156,27.0206,42.7942,7.6549,208.3387840783792,123.0,344.0,0.6469,0.46205964491478146,2779.4722270708958,6456.0,0.0,0.6378799490520946,0,High Risk - Severe Poverty,High
Okpokwu,Benue,7.06277778,8.21,0.0017298765601941914,0.1156,27.0206,42.7942,7.6549,208.33878407837923,89.0,344.0,0.6469,0.4460374762722843,1853.3050187667163,1265.0,0.0,0.6537749473804535,0,High Risk - Severe Poverty,High
Otukpo,Benue,7.19305556,8.14638889,0.4992708533619816,0.1156,27.0206,42.7942,7.6549,208.3387840783792,120.0,344.0,0.6469,0.3594489435873224,2417.1810554893154,0.0,0.0,0.6270195169328023,0,High Risk - Severe Poverty,High
Tarka,Benue,7.620833,8.881944,0.02167381752407601,0.1156,27.0206,42.7942,7.6549,208.33878407837923,66.0,344.0,0.6469,0.4453620380919531,1629.8481845407618,4100.0,0.0,0.6640661908391894,0,High Risk - Severe Poverty,High
Ukum,Benue,7.530801,9.649268,0.002022286116179387,0.1156,27.0206,42.7942,7.6549,208.33878407837923,113.0,344.0,0.6469,0.5407694533320246,2026.2538274480687,31607.0,0.0,0.6425177631135415,0,High Risk - Severe Poverty,High
Ushongo,Benue,7.135788,9.032921,0.0007347888295934716,0.1156,27.0206,42.7942,7.6549,208.33878407837923,133.0,344.0,0.6469,0.4174816750136814,1808.522930998051,1315.0,0.0,0.633174395883285,0,High Risk - Severe Poverty,High
Vandeikya,Benue,6.782346,9.069257,0.0003710690953514793,0.1156,27.0206,42.7942,7.6549,208.33878407837923,92.0,344.0,0.6469,0.4522189725896025,1654.8130353626843,2191.0,0.0,0.6524020821837528,0,High Risk - Severe Poverty,High
Abadam,Borno,13.610953,13.277664,6.0625483147815514e-05,0.2922,53.8861,54.2321,31.1462,84.32894403693906,12.0,0.0,0.5213,0.4819770702702447,1563.7631322676348,3025.0,0.0,0.8836308500003559,1,Critical - Humanitarian Emergency,Critical
Askira/Uba,Borno,10.654724,12.907777,0.022952877211086953,0.2922,53.8861,54.2321,31.1462,84.32894403693908,55.0,0.0,0.5213,0.3755913704222219,1718.3961573379315,10997.0,0.0,0.8629121558419386,1,Critical - Humanitarian Emergency,Critical
Bama,Borno,11.51888889,13.68416667,0.0024740264197683952,0.2922,53.8861,54.2321,31.1462,84.32894403693908,40.0,0.0,0.5213,0.45703256783645063,1734.9771520585084,133365.0,0.0,0.870446554686166,1,Critical - Humanitarian Emergency,Critical
Bayo,Borno,10.441838,11.704237,0.007260565217370613,0.2922,53.8861,54.2321,31.1462,84.32894403693909,36.0,0.0,0.5213,0.5343599680829495,1855.987625588057,876.0,0.0,0.8722039532890756,1,Critical - Humanitarian Emergency,Critical
Biu,Borno,10.6111,12.195,0.023268617506374826,0.2922,53.8861,54.2321,31.1462,84.32894403693908,40.0,0.0,0.5213,0.4368028941374911,1887.9719305572926,42439.0,0.0,0.8699356483575822,1,Critical - Humanitarian Emergency,Critical
Chibok,Borno,10.86972222,12.84666667,0.002816578879258305,0.2922,53.8861,54.2321,31.1462,84.32894403693906,34.0,0.0,0.5213,0.5376116681054778,1859.974467093254,15345.0,0.0,0.8732506384485638,1,Critical - Humanitarian Emergency,Critical
Damboa,Borno,11.15,12.75,0.0007748268493694921,0.2922,53.8861,54.2321,31.1462,84.32894403693908,29.0,0.0,0.5213,0.45703256783645063,1734.9771520585084,107262.0,0.0,0.8756445526489139,1,Critical - Humanitarian Emergency,Critical
Dikwa,Borno,12.0239,13.9158,0.0024344845543823484,0.2922,53.8861,54.2321,31.1462,84.32894403693908,21.0,0.0,0.5213,0.5073271697150371,1841.6856135503772,96290.0,0.0,0.8793537761979012,1,Critical - Humanitarian Emergency,Critical
Gubio,Borno,12.4975,12.78,0.0006284416041203907,0.2922,53.8861,54.2321,31.1462,84.32894403693906,8.0,0.0,0.5213,0.410311726729344,1713.755363893287,40419.0,0.0,0.8854918992163049,1,Critical - Humanitarian Emergency,Critical
Guzamala,Borno,12.94656,13.176822,0.0,0.2922,53.8861,54.2321,31.1462,84.32894403693908,13.0,0.0,0.5213,0.46815665853446037,1647.0370035851302,5051.0,0.0,0.883163589519572,1,Critical - Humanitarian Emergency,Critical
Gwoza,Borno,11.086111,13.691389,0.00395117400884461,0.2922,53.8861,54.2321,31.1462,84.32894403693909,43.0,0.0,0.5213,0.5044544454602357,1944.5768433727449,155199.0,0.0,0.8690040123614761,1,Critical - Humanitarian Emergency,Critical
Hawul,Borno,10.451308,12.116581,0.007142377426550666,0.2922,53.8861,54.2321,31.1462,84.32894403693908,41.0,0.0,0.5213,0.5281932176965681,1670.7591269333614,21746.0,0.0,0.8698631070677574,1,Critical - Humanitarian Emergency,Critical
Jere,Borno,11.89912,13.29155,0.12264003196254927,0.2922,53.8861,54.2321,31.1462,84.32894403693908,57.0,0.0,0.5213,0.5044544454602357,1944.5768433727449,304094.0,0.0,0.8595254228645304,1,Critical - Humanitarian Emergency,Critical
Kaga,Borno,11.810333,12.494153,0.0011327542265175084,0.2922,53.8861,54.2321,31.1462,84.32894403693908,18.0,0.0,0.5213,0.45594958305529765,1947.8272789970547,21658.0,0.0,0.8807920086619875,1,Critical - Humanitarian Emergency,Critical
Kala/Balge,Borno,12.268627,14.464896,0.005231532377593188,0.2922,53.8861,54.2321,31.1462,84.32894403693908,17.0,0.0,0.5213,0.410311726729344,1713.755363893287,39536.0,0.0,0.881160054989185,1,Critical - Humanitarian Emergency,Critical
Konduga,Borno,11.65166667,13.41944444,0.00771566984303133,0.2922,53.8861,54.2321,31.1462,84.32894403693908,36.0,0.0,0.5213,0.5290611800619248,1913.3629183266942,115503.0,0.0,0.8721927717355434,1,Critical - Humanitarian Emergency,Critical
Kukawa,Borno,12.91666667,13.56666667,0.0006182227450779308,0.2922,53.8861,54.2321,31.1462,84.32894403693908,14.0,0.0,0.5213,0.39909791809902445,1709.1833616193912,7825.0,0.0,0.8826796502854283,1,Critical - Humanitarian Emergency,Critical
Kwaya Kusar,Borno,11.817338,13.120352,0.020455233654279033,0.2922,53.8861,54.2321,31.1462,84.32894403693908,34.0,0.0,0.5213,0.4581425624700188,1837.1813121200366,5049.0,0.0,0.8728172709293502,1,Critical - Humanitarian Emergency,Critical
Mafa,Borno,11.92583333,13.60555556,0.004570449963309722,0.2922,53.8861,54.2321,31.1462,84.32894403693908,31.0,0.0,0.5213,0.4368028941374911,1887.9719305572926,46076.0,0.0,0.8746137972508273,1,Critical - Humanitarian Emergency,Critical
Magumeri,Borno,12.115657,12.83101,0.0007458215151911398,0.2922,53.8861,54.2321,31.1462,84.32894403693908,17.0,0.0,0.5213,0.4513063204407833,1980.09815273324,37499.0,0.0,0.881270265286577,1,Critical - Humanitarian Emergency,Critical
Maiduguri,Borno,11.83333333,13.15,1.9093476691816607,0.2922,53.8861,54.2321,31.1462,84.32894403693908,72.0,0.0,0.5213,0.5044544454602357,1944.5768433727449,239153.0,0.0,0.8085962075050578,1,Critical - Humanitarian Emergency,Critical
Marte,Borno,12.364596,13.826741,0.00030255064436406526,0.2922,53.8861,54.2321,31.1462,84.32894403693908,17.0,0.0,0.5213,0.49732738188667397,1736.543558110227,5610.0,0.0,0.881281156094299,1,Critical - Humanitarian Emergency,Critical
Mobbar,Borno,13.103993,12.511041,0.0008986941529346447,0.2922,53.8861,54.2321,31.1462,84.32894403693909,9.0,0.0,0.5213,0.4368028941374911,1887.9719305572926,42694.0,0.0,0.8850165093291857,1,Critical - Humanitarian Emergency,Critical
Monguno,Borno,12.68333333,13.6,0.00398835171338653,0.2922,53.8861,54.2321,31.1462,84.32894403693908,37.0,0.0,0.5213,0.5583149025637668,2119.3436767083217,161520.0,0.0,0.8718155989352656,1,Critical - Humanitarian Emergency,Critical
Ngala,Borno,12.371107,14.206223,0.004733981515671749,0.2922,53.8861,54.2321,31.1462,84.32894403693908,17.0,0.0,0.5213,0.45703256783645063,1734.9771520585084,107574.0,0.0,0.8811722794125022,1,Critical - Humanitarian Emergency,Critical
Nganzai,Borno,12.486253,13.209321,0.0018638079977785613,0.2922,53.8861,54.2321,31.1462,84.32894403693906,11.0,0.0,0.5213,0.4762626545196662,1868.3938555450898,56129.0,0.0,0.8840552972605482,1,Critical - Humanitarian Emergency,Critical
Shani,Borno,10.183889,11.963889,0.008038393170895617,0.2922,53.8861,54.2321,31.1462,84.32894403693906,44.0,0.0,0.5213,0.5080132475017133,1697.2580090477913,3296.0,0.0,0.8684348426837096,1,Critical - Humanitarian Emergency,Critical
Abi,Cross River,6.833333,7.233333,0.0,0.0775,19.086,40.6066,3.9392,210.0085867101136,62.0,290.0,1.3441,0.4063908869547762,1947.2252449415068,0.0,0.0,0.6209045616988004,0,High Risk - Severe Poverty,High
Akamkpa,Cross River,5.326828,8.346262,0.009841686232564904,0.0775,19.086,40.6066,3.9392,210.00858671011363,44.0,290.0,1.3441,0.38585870392013566,1605.0328030731712,0.0,0.0,0.6291002594070788,0,High Risk - Severe Poverty,High
Akpabuyo,Cross River,4.950439,8.393276,0.012028331148858163,0.0775,19.086,40.6066,3.9392,210.00858671011363,67.0,290.0,1.3441,0.34118471120239496,1716.177919525865,0.0,0.0,0.6182652853053906,0,High Risk - Severe Poverty,High
Bakassi,Cross River,4.58333333,8.6,0.0,0.0775,19.086,40.6066,3.9392,210.0085867101136,38.0,290.0,1.3441,0.38585870392013566,1605.0328030731712,0.0,0.0,0.6321545616988004,0,High Risk - Severe Poverty,High
Bekwarra,Cross River,6.69388889,8.9675,0.0,0.0775,19.086,40.6066,3.9392,210.0085867101136,82.0,290.0,1.3441,0.23099828071667702,1755.0274581719934,0.0,0.0,0.6115295616988004,0,High Risk - Severe Poverty,High
Biase,Cross River,5.557438,8.110474,4.0515744150241015e-05,0.0775,19.086,40.6066,3.9392,210.0085867101136,69.0,290.0,1.3441,0.38585870392013566,1605.0328030731712,0.0,0.0,0.6176223162596495,0,High Risk - Severe Poverty,High
Boki,Cross River,6.273889,9.01,0.0,0.0775,19.086,40.6066,3.9392,210.00858671011363,132.0,290.0,1.3441,0.5772458646780585,2072.653039743279,0.0,0.0,0.5880920616988002,0,High Risk - Severe Poverty,High
Calabar Municipal,Cross River,4.974531,8.34241,2.4906088168091243,0.0775,19.086,40.6066,3.9392,210.0085867101136,113.0,290.0,1.3441,0.4720258757872693,1882.8504223417162,0.0,0.0,0.5358060621741647,0,High Risk - Severe Poverty,High
Calabar South,Cross River,4.918822,8.320945,0.3141288127217974,0.0775,19.086,40.6066,3.9392,210.00858671011363,81.0,290.0,1.3441,0.5403047993839615,2110.662188887745,0.0,0.0,0.6042804201691394,0,High Risk - Severe Poverty,High
Etung,Cross River,5.858889,8.791667,0.0,0.0775,19.086,40.6066,3.9392,210.00858671011363,50.0,290.0,1.3441,0.38585870392013566,1605.0328030731712,0.0,0.0,0.6265295616988004,0,High Risk - Severe Poverty,High
Ikom,Cross River,6.08333333,8.61666667,0.004097417501918495,0.0775,19.086,40.6066,3.9392,210.0085867101136,117.0,290.0,1.3441,0.5148517157756985,2568.232382687737,0.0,0.0,0.59502264145605,0,High Risk - Severe Poverty,High
Obanliku,Cross River,6.609277,9.250274,0.000269424636173511,0.0775,19.086,40.6066,3.9392,210.0085867101136,93.0,290.0,1.3441,0.412830006569489,1697.1579532357132,0.0,0.0,0.6063666921528268,0,High Risk - Severe Poverty,High
Obubra,Cross River,6.083333,8.333333,0.0,0.0775,19.086,40.6066,3.9392,210.0085867101136,101.0,290.0,1.3441,0.4967287183819508,907.6770422178276,0.0,0.0,0.6026233116988002,0,High Risk - Severe Poverty,High
Obudu,Cross River,6.66666667,9.16666667,0.004877692515758203,0.0775,19.086,40.6066,3.9392,210.0085867101136,102.0,290.0,1.3441,0.49937494881193106,2116.7220316055814,187.0,0.0,0.6020347207283859,0,High Risk - Severe Poverty,High
Odukpani,Cross River,5.079809,8.350403,0.015576260321670109,0.0775,19.086,40.6066,3.9392,210.00858671011358,81.0,290.0,1.3441,0.2812665185891572,1144.1906942132641,0.0,0.0,0.6116156155476297,0,High Risk - Severe Poverty,High
Ogoja,Cross River,6.5,8.66666667,0.004849325526379016,0.0775,19.086,40.6066,3.9392,210.0085867101136,96.0,290.0,1.3441,0.412830006569489,1697.1579532357132,0.0,0.0,0.6048479176824322,0,High Risk - Severe Poverty,High
Yakurr,Cross River,5.806111,8.175,0.00011358534848248517,0.0775,19.086,40.6066,3.9392,210.00858671011358,66.0,290.0,1.3441,0.36014660347038846,1106.9079677974746,0.0,0.0,0.6190267709984142,0,High Risk - Severe Poverty,High
Yala,Cross River,6.7,8.6,0.0005861840940810538,0.0775,19.086,40.6066,3.9392,210.00858671011363,130.0,290.0,1.3441,0.42021821962830846,1689.5561234068202,0.0,0.0,0.589015159628467,0,High Risk - Severe Poverty,High
Aniocha North,Delta,6.319994,6.476847,0.03229333796808796,0.0507,11.7821,43.0696,3.0882,331.5745802658237,32.0,270.0,0.5683,0.2775774847713282,659.1472942011042,0.0,0.0,0.6529465014297117,0,High Risk - Severe Poverty,High
Aniocha South,Delta,6.183072,6.524367,0.0562129891400444,0.0507,11.7821,43.0696,3.0882,331.5745802658238,37.0,270.0,0.3243,0.3440836597155566,857.002268260206,0.0,0.0,0.6604844719153808,0,High Risk - Severe Poverty,High
Bomadi,Delta,5.161805,5.924511,0.006837371672902788,0.0507,11.7821,43.0696,3.0882,331.5745802658237,22.0,270.0,0.8122999999999999,0.3109360718660327,895.9808840581846,0.0,0.0,0.6477900269673178,0,High Risk - Severe Poverty,High
Burutu,Delta,5.35,5.516667,0.07660932297056372,0.0507,11.7821,43.0696,3.0882,331.5745802658237,34.0,270.0,0.3243,0.3329865006729062,874.4388460397062,0.0,0.0,0.6613896004463161,0,High Risk - Severe Poverty,High
Ethiope East,Delta,5.63314,6.028192,0.15679651790895266,0.0507,11.7821,43.0696,3.0882,331.5745802658238,35.0,270.0,0.5683,0.3992902152869952,1221.289864365704,0.0,0.0,0.6484813087317922,0,High Risk - Severe Poverty,High
Ethiope West,Delta,5.63314,6.028192,0.28446067194932134,0.0507,11.7821,43.0696,3.0882,331.5745802658237,43.0,270.0,0.3243,0.31098217422268715,685.7230379574108,0.0,0.0,0.6520641104697689,0,High Risk - Severe Poverty,High
Ika North East,Delta,6.186379,6.200409,0.11671364890619267,0.0507,11.7821,43.0696,3.0882,331.5745802658237,45.0,270.0,0.5683,0.2748561261311513,559.7996279929823,0.0,0.0,0.6447786124894624,0,High Risk - Severe Poverty,High
Ika South,Delta,6.252758,6.199664,0.15054350642867348,0.0507,11.7821,43.0696,3.0882,331.5745802658238,48.0,270.0,0.3243,0.31098217422268715,685.7230379574107,0.0,0.0,0.6530105971993851,0,High Risk - Severe Poverty,High
Isoko North,Delta,5.538333,6.216111,1.2062218437432133,0.0507,11.7821,43.0696,3.0882,331.5745802658238,35.0,270.0,0.5683,0.3716154172517468,962.1026854075612,0.0,0.0,0.6226977750180579,0,High Risk - Severe Poverty,High
Isoko South,Delta,5.538333,6.216111,0.9074575853748963,0.0507,11.7821,43.0696,3.0882,331.5745802658237,35.0,270.0,0.3243,0.3329865006729062,874.4388460397064,0.0,0.0,0.6405075788610609,0,High Risk - Severe Poverty,High
Ndokwa East,Delta,5.669319,6.523171,1.1167992695033202,0.0507,11.7821,43.0696,3.0882,331.5745802658237,40.0,270.0,0.5683,0.3034102708548796,810.6241497593601,0.0,0.0,0.6225510655324463,0,High Risk - Severe Poverty,High
Ndokwa West,Delta,5.815022,6.350772,1.8080635041964934,0.0507,11.7821,43.0696,3.0882,331.5745802658237,38.0,270.0,0.3243,0.3440836597155566,857.002268260206,0.0,0.0,0.6169741679291808,0,High Risk - Severe Poverty,High
Okpe,Delta,5.43333333,5.95,0.1437589673378207,0.0507,11.7821,43.0696,3.0882,331.5745802658238,30.0,270.0,0.5683,0.3130391151995812,719.030236464802,0.0,0.0,0.6511453808322981,0,High Risk - Severe Poverty,High
Oshimili North,Delta,6.382652,6.624309,0.49356249480565134,0.0507,11.7821,43.0696,3.0882,331.5745802658237,28.0,270.0,0.3243,0.3348475064752412,929.1905972650395,0.0,0.0,0.6539578973587719,0,High Risk - Severe Poverty,High
Oshimili South,Delta,6.118256,6.66583,0.3987318876719733,0.0507,11.7821,43.0696,3.0882,331.5745802658237,49.0,270.0,0.5683,0.33054207894324344,767.1967702663062,0.0,0.0,0.6359746518592004,0,High Risk - Severe Poverty,High
Patani,Delta,5.2412505830419045,6.190626760617503,0.0020138891191003425,0.0507,11.7821,43.0696,3.0882,331.5745802658237,18.0,270.0,0.3243,0.3202529383696022,852.9123504107495,0.0,0.0,0.6707223500819998,0,High Risk - Severe Poverty,High
Sapele,Delta,5.9,5.66666667,2.3910745619099782,0.0507,11.7821,43.0696,3.0882,331.5745802658237,40.0,270.0,0.5683,0.32829553432922814,535.6196033148757,0.0,0.0,0.5912431495201976,0,High Risk - Severe Poverty,High
Udu,Delta,5.75,5.716667,4.344545501055114,0.0507,11.7821,43.0696,3.0882,331.5745802658237,55.0,270.0,0.3243,0.31098217422268715,685.7230379574107,0.0,0.0,0.5466861013753385,0,High Risk - Severe Poverty,High
Ughelli North,Delta,9.75,8.71666667,1.3734204609163936,0.0507,11.7821,43.0696,3.0882,331.5745802658238,73.0,270.0,0.5683,0.28853816755857825,933.4673601628767,0.0,0.0,0.6007773398685536,0,High Risk - Severe Poverty,High
Ughelli South,Delta,9.75,8.71666667,0.8755832277403938,0.0507,11.7821,43.0696,3.0882,331.5745802658237,55.0,270.0,0.3243,0.31098217422268715,685.7230379574107,0.0,0.0,0.6319157061159891,0,High Risk - Severe Poverty,High
Ukwuani,Delta,5.850198,6.246481,0.37584675057394507,0.0507,11.7821,43.0696,3.0882,331.5745802658237,41.0,270.0,0.5683,0.3178068608549331,755.3750384535292,0.0,0.0,0.6402869212168999,0,High Risk - Severe Poverty,High
Uvwie,Delta,5.87,6.001,1.5465850573753623,0.0507,11.7821,43.0696,3.0882,331.5745802658237,92.0,270.0,0.3243,0.4712755970578025,2023.5360767681202,0.0,0.0,0.5980859824402376,0,High Risk - Severe Poverty,High
Warri North,Delta,6.000089,5.466481,2.5413098582524865,0.0507,11.7821,43.0696,3.0882,331.5745802658237,28.0,270.0,0.5683,0.37339464525226856,1150.5047072354025,0.0,0.0,0.5931769894796673,0,High Risk - Severe Poverty,High
Warri South,Delta,5.519063,5.800606,0.39060500299024303,0.0507,11.7821,43.0696,3.0882,331.5745802658237,93.0,270.0,0.3243,0.4712755970578025,2023.5360767681202,0.0,0.0,0.6260187298797518,0,High Risk - Severe Poverty,High
Warri South West,Delta,5.599713,5.454881,0.3071712562820512,0.0507,11.7821,43.0696,3.0882,331.5745802658237,14.0,270.0,0.8122999999999999,0.32631737475880035,839.8986300942533,0.0,0.0,0.6441610656934027,0,High Risk - Severe Poverty,High
Abakaliki,Ebonyi,6.33333333,8.1,0.14103519927680688,0.0341,8.0227,42.4481,1.0561,500.0925951321875,137.0,494.0,1.2819,0.40352693554272445,2099.501079481447,0.0,0.0,0.5153972535476217,0,High Risk - Severe Poverty,High
Afikpo North,Ebonyi,5.887936,7.953071,0.00998556548502387,0.0341,8.0227,42.4481,1.0561,500.09259513218745,74.0,494.0,1.2819,0.3504533571493404,1169.224733316492,0.0,0.0,0.5481482873358172,0,High Risk - Severe Poverty,High
Afikpo South,Ebonyi,5.96666667,7.86666667,0.004657496275202341,0.0341,8.0227,42.4481,1.0561,500.0925951321875,54.0,494.0,1.2819,0.3765959602591892,1956.7314296798227,0.0,0.0,0.5576541936982984,0,High Risk - Severe Poverty,High
Ebonyi,Ebonyi,6.25,8.08333333,0.09819042028038037,0.0341,8.0227,42.4481,1.0561,500.0925951321874,113.0,494.0,1.2819,0.4274481639919456,1291.956732997694,0.0,0.0,0.5276999152058809,0,High Risk - Severe Poverty,High
Ezza North,Ebonyi,6.081572,7.995858,0.023087211438522486,0.0341,8.0227,42.4481,1.0561,500.09259513218745,78.0,494.0,1.2819,0.3765959602591892,1956.7314296798227,0.0,0.0,0.5459513904634705,0,High Risk - Severe Poverty,High
Ezza South,Ebonyi,6.177757,8.040377,0.005464986474425704,0.0341,8.0227,42.4481,1.0561,500.09259513218745,101.0,494.0,1.2819,0.34700935911704495,937.6715208359992,0.0,0.0,0.5356031043154832,0,High Risk - Severe Poverty,High
Ishielu,Ebonyi,6.428567,7.818371,0.0042800175125706835,0.0341,8.0227,42.4481,1.0561,500.09259513218745,79.0,494.0,1.2819,0.3765959602591892,1956.7314296798227,0.0,0.0,0.5459447180469946,0,High Risk - Severe Poverty,High
Ivo,Ebonyi,5.919317,7.55976,0.01133742236127757,0.0341,8.0227,42.4481,1.0561,500.09259513218745,58.0,494.0,1.2819,0.29279328757426903,578.1084839895738,0.0,0.0,0.5556150733028727,0,High Risk - Severe Poverty,High
Izzi,Ebonyi,6.385765,8.02549,0.00024994022198139673,0.0341,8.0227,42.4481,1.0561,500.0925951321874,116.0,494.0,1.2819,0.40352693554272445,2099.501079481447,0.0,0.0,0.528699983795074,0,High Risk - Severe Poverty,High
Ohaozara,Ebonyi,6.030218,7.71407,0.05247442469800718,0.0341,8.0227,42.4481,1.0561,500.0925951321874,74.0,494.0,1.2819,0.341004936918729,3919.851883141639,0.0,0.0,0.5471043703395267,0,High Risk - Severe Poverty,High
